Geneset,TDP69Th_Vs_TDPsmTh.All_Pvalue,TDP69Th_Vs_TDPsmTh.Down_Pvalue,TDP69Th_Vs_TDPsmTh.Up_Pvalue,TDP69Th_Vs_TDPsmTh.All_Odds,TDP69Th_Vs_TDPsmTh.Down_Odds,TDP69Th_Vs_TDPsmTh.Up_Odds,T4int8ThVs_TDP69Th.All_Pvalue,T4int8ThVs_TDP69Th.Down_Pvalue,T4int8ThVs_TDP69Th.Up_Pvalue,T4int8ThVs_TDP69Th.All_Odds,T4int8ThVs_TDP69Th.Down_Odds,T4int8ThVs_TDP69Th.Up_Odds,T4SP69vsT4int8Th.All_Pvalue,T4SP69vsT4int8Th.Down_Pvalue,T4SP69vsT4int8Th.Up_Pvalue,T4SP69vsT4int8Th.All_Odds,T4SP69vsT4int8Th.Down_Odds,T4SP69vsT4int8Th.Up_Odds,T8SP69vsT4int8Th.All_Pvalue,T8SP69vsT4int8Th.Down_Pvalue,T8SP69vsT4int8Th.Up_Pvalue,T8SP69vsT4int8Th.All_Odds,T8SP69vsT4int8Th.Down_Odds,T8SP69vsT4int8Th.Up_Odds,T4int8Th_Vs_TDPsmTh.All_Pvalue,T4int8Th_Vs_TDPsmTh.Down_Pvalue,T4int8Th_Vs_TDPsmTh.Up_Pvalue,T4int8Th_Vs_TDPsmTh.All_Odds,T4int8Th_Vs_TDPsmTh.Down_Odds,T4int8Th_Vs_TDPsmTh.Up_Odds,T4SP69_Vs_TDPsmTh.All_Pvalue,T4SP69_Vs_TDPsmTh.Down_Pvalue,T4SP69_Vs_TDPsmTh.Up_Pvalue,T4SP69_Vs_TDPsmTh.All_Odds,T4SP69_Vs_TDPsmTh.Down_Odds,T4SP69_Vs_TDPsmTh.Up_Odds,T8SP69_Vs_TDPsmTh.All_Pvalue,T8SP69_Vs_TDPsmTh.Down_Pvalue,T8SP69_Vs_TDPsmTh.Up_Pvalue,T8SP69_Vs_TDPsmTh.All_Odds,T8SP69_Vs_TDPsmTh.Down_Odds,T8SP69_Vs_TDPsmTh.Up_Odds,T4SP69_Vs_TDP69Th.All_Pvalue,T4SP69_Vs_TDP69Th.Down_Pvalue,T4SP69_Vs_TDP69Th.Up_Pvalue,T4SP69_Vs_TDP69Th.All_Odds,T4SP69_Vs_TDP69Th.Down_Odds,T4SP69_Vs_TDP69Th.Up_Odds,T8SP69_Vs_TDP69Th.All_Pvalue,T8SP69_Vs_TDP69Th.Down_Pvalue,T8SP69_Vs_TDP69Th.Up_Pvalue,T8SP69_Vs_TDP69Th.All_Odds,T8SP69_Vs_TDP69Th.Down_Odds,T8SP69_Vs_TDP69Th.Up_Odds
miR-128/128ab,0.0184876425524709,0.0221424545090251,0.264696458467203,1.17653516445236,1.2036385129472,1.06338505597146,0.00894394397213305,0.398642900937158,0.00367798046281962,1.20625272807175,1.02161776696578,1.28548177135214,0.29155598312206,0.0159869637856495,0.875155858387132,1.04713568783381,1.3040165976691,0.863002173787813,0.132011250849781,0.00249974697220668,0.942336095737165,1.1179473556137,1.42329951619408,0.756400793347625,0.00530255502566406,0.148945041795054,0.0122649996233921,1.22053148219684,1.10604169075187,1.23958012671367,0.167248483371524,0.0422239976117676,0.640557994716333,1.0751987836981,1.18524138380466,0.960843151961098,0.000177536202461882,5.14916250360311e-05,0.310092569341189,1.309653945074,1.41278657130568,1.04372036050681,0.221003865960332,0.0314705539750217,0.677667817836667,1.06441449878338,1.26051184209235,0.947467047463218,0.14609904731627,0.0336214042939405,0.629800757710799,1.08866553387554,1.21710796297839,0.957952615527586
miR-129-5p/129ab-5p,0.00173972735121137,5.81183948284839e-05,0.657351079885494,1.40657455122373,1.67180419568084,0.915798980873337,0.022467832825484,0.3866954255052,0.0124495004992783,1.26755639760296,1.03187862137705,1.36366192803454,0.0382241597817069,0.00125291059762756,0.66110270781565,1.26179699523285,1.70031468442381,0.908117557672784,0.113153023015221,0.000381672130469016,0.989652538400065,1.19349992096282,1.81924050882651,0.485143712745415,0.13355139975709,0.102639798299958,0.400187467883347,1.1353892825981,1.19824759593308,1.024978438427,0.0257768421469185,0.00486677820416066,0.487912601707321,1.24989701991992,1.45087163280093,0.991782658175322,0.0150694292083877,2.76550087771973e-05,0.938568814653261,1.27855900879443,1.69181192614493,0.770972551589149,0.643445533231441,0.746649335899087,0.436308859376958,0.941512479689613,0.838840761522582,1.01035292944136,0.80659305047243,0.484440795666338,0.84805661871716,0.882163029860356,0.987490237673056,0.823247456808986
miR-130ac/301ab/301b/301b-3p/454/721/4295/3666,5.36900178997105e-05,5.56976531363321e-09,0.911607556938581,1.40100526667067,1.76206899404046,0.831385044573813,0.000139893303005777,0.901191417717219,3.4957490761388e-08,1.37840961275571,0.832885913633497,1.72597353206677,0.224240813280371,0.000456297393940575,0.978748567113383,1.07534693419779,1.56348443849884,0.743232293365959,0.133855649342059,0.000372569468976555,0.991180407592715,1.13088727891902,1.59095249209291,0.608854744187818,0.00556094475562765,0.00865065804398606,0.177542413241738,1.24801802017667,1.29616104911879,1.10131402614051,0.0610796759552207,0.00030948211055371,0.900954513976624,1.14082814207656,1.44901015791859,0.861625384092983,0.00237627261999633,2.79856712631954e-05,0.737825068203635,1.26987217233536,1.4896506859074,0.924027463293713,0.000209667287913482,0.250787320344741,0.000133889823100213,1.38707941518732,1.09126732071512,1.46772581457121,0.135605630234575,0.391593445639278,0.115263070256046,1.10429362752631,1.02577767884153,1.14204015701567
miR-132/212/212-3p,0.384577629760165,0.0288696560364397,0.960078082060096,1.02991699216351,1.32346952113219,0.683961742535472,0.197718732306894,0.467901709971882,0.144623082122556,1.11101841039976,0.992837587628562,1.1689321586885,0.464981418671992,0.242499230721187,0.646134731127976,0.999136343365266,1.13155821308836,0.904905722450098,0.350319513822589,0.00649581492664471,0.993180002830818,1.05046785512122,1.62748652706817,0.409223488662521,0.3357262119988,0.0273354728364701,0.906155556554283,1.04814601118547,1.35024382749342,0.772769224319485,0.610284844041977,0.117853789491879,0.912686861289379,0.954006999455152,1.20171925156772,0.783039628721286,0.10762104978071,0.00049404736053499,0.97381364788374,1.16248484354651,1.60158186614403,0.694215061780426,0.792218508004378,0.0802637232871552,0.976954212849064,0.873475739323919,1.31182104343395,0.674202655492202,0.733135288470144,0.102263090990771,0.974408230806866,0.902402029080666,1.23792006938433,0.663230816770213
miR-133abc,0.14289846299415,0.0718392720462636,0.5483196619583,1.10852748525925,1.1828623303366,0.971016762479605,0.403706167031075,0.63750673933418,0.248220318033414,1.01955484521755,0.93689358450587,1.07892262117203,0.984313440585127,0.785772247931744,0.972229608231146,0.755241859618418,0.84890956277388,0.724054477445575,0.798419145996989,0.521547130020363,0.847678873365902,0.877458340998363,0.97052192849009,0.782764210990802,0.364640589285306,0.212888750470491,0.603399103137231,1.03016239887891,1.09857886512412,0.956304263524601,0.195817869611604,0.0938660038487859,0.538684541198861,1.08354988122558,1.17468814453134,0.979563109234999,0.126535793646383,0.0214402101345858,0.727895982332707,1.11300597484184,1.25616829911572,0.91661083127811,0.873229309918801,0.764040142751228,0.76239545352153,0.871325627149951,0.859833014402053,0.899686217287166,0.855766711247451,0.448734366820405,0.916843641177564,0.882707957833225,1.00566948482155,0.809711596125762
miR-134/3118,0.455938368786833,0.0191768721092665,0.990549717910832,0.994726211071422,1.64580308349284,0.325113749265866,0.397131254246824,0.334418085199115,0.447838926525355,1.03039468524143,1.07631523930482,0.986320698274369,0.401251074806949,0.149219435517274,0.656583037164831,1.02405973699295,1.34563250786014,0.796783255646993,0.509479352439213,0.113207083511431,0.89906386795592,0.931047865879284,1.43543577058693,0.368053496786737,0.456843942231648,0.0707551518638908,0.887740223715814,0.994190651594807,1.44400400948531,0.623876567768574,0.668520050921375,0.0355008500303191,0.98687497005769,0.875356719503479,1.57923998428254,0.444666896301281,0.429926486701019,0.0223042451061247,0.970386990160888,1.01216900381376,1.60693286736665,0.4921831714959,0.664098500450157,0.529168954105173,0.594169514499733,0.858911424568479,0.869289630174028,0.876913620393172,0.858016718903484,0.538537172305537,0.856394628917364,0.723376999922248,0.896243853253514,0.638122628546698
miR-135ab/135a-5p,0.237553065148716,0.0788825942656613,0.711735919058072,1.06622335615679,1.16714245752026,0.916446791249111,0.266147129178286,0.76435919210744,0.074915564805828,1.05789806154168,0.89221978109504,1.17422822781691,0.734517572760028,0.371276384322281,0.836819971135676,0.923219436706661,1.03775145379258,0.855077277998727,0.636050271811017,0.0437869145462068,0.993789704868343,0.944924410342476,1.29166623964116,0.561658325633962,0.0986971225574856,0.0561763276555219,0.444126031968124,1.12669002280772,1.20310479992249,1.00825015280376,0.427225311390641,0.16172305074546,0.729779003765344,1.0126133618871,1.12036758878422,0.923427428826367,0.0281807984829452,0.00411758387885162,0.614992141154654,1.18820858968949,1.32677986046136,0.957277327491051,0.751200445260241,0.722590389783096,0.607744734073424,0.923762237707023,0.887914549180689,0.957507849805908,0.17580858265374,0.0130758548638304,0.809464839158718,1.09317662159499,1.3267392532231,0.880037500452887
miR-136,0.731536813902373,0.874782306897348,0.280380668616702,0.87238661763115,0.733277728174628,1.11175393782758,0.0862039184056627,0.0485284859204232,0.379808130614025,1.26039183781073,1.43677436971576,1.03900296879046,0.399524981470866,0.586908494256573,0.252203530330457,1.02755320766862,0.871498765756667,1.14008094233541,0.278770762395366,0.180537940269482,0.483355218329333,1.11170433386207,1.24374235828135,0.933473696196573,0.732493893686924,0.693932958500718,0.554135243597153,0.871914578716296,0.848239266321543,0.935729164171276,0.303345351251296,0.754641603400829,0.0898750821540029,1.07768451635495,0.806935599892785,1.28832951797109,0.85946350080601,0.797050652248118,0.642362999705562,0.80731803549877,0.801540782664198,0.889912803180069,0.145130227362511,0.329321886227222,0.147110011945754,1.20205376667593,1.07898018980841,1.22703562303627,0.436596934194085,0.0863570728049576,0.836647697697393,1.00919273813616,1.34893688453199,0.738822339136835
miR-137/137ab,0.362880702973106,0.0198980396986433,0.967711728734493,1.02426857006128,1.20103276374905,0.808271754938696,0.0142942201103706,0.406918452899647,0.00647222240501239,1.18226916483115,1.01875540351486,1.25293969510108,0.968331306849902,0.224760384301187,0.998497653888198,0.836831869890653,1.09128071622043,0.690426156856957,0.0862297394597535,0.00157769306078195,0.91442851735975,1.1417663775714,1.43195070385657,0.7926424815301,0.115844639018378,0.0180319989190071,0.692389175550336,1.09326973094482,1.219867059034,0.945777651115897,0.0995051749784246,0.000813729758801321,0.90856320147295,1.09867134844771,1.34731181192523,0.877810332530818,0.12791323231766,0.00311910199104153,0.918446179410795,1.08511172570407,1.26795225711392,0.868223916831726,0.50226067177001,0.13194491345686,0.787198481494307,0.995466638168867,1.14250471146557,0.917851372211937,0.588152001119922,0.0871968169679831,0.935154127772008,0.977972375802882,1.15092579300659,0.844283469286609
miR-138/138ab,0.137318435343922,0.22501992288552,0.232583028749062,1.11957209143792,1.09329193967634,1.09948395789222,0.386382340512994,0.580449218255861,0.269968989581792,1.02569326444894,0.953716518169125,1.07450517610576,0.624279193496158,0.103544769552284,0.924896641526219,0.950182436185093,1.22658627397126,0.768980266089,0.0908538524535283,0.00127164552698624,0.939993641617114,1.19494149159623,1.63961110791046,0.667117033126141,0.715692072454576,0.769680774184489,0.466481095998862,0.931749433840048,0.885141862278265,1,0.419874983619391,0.168371609242825,0.710787198601688,1.01558860403776,1.13120112978745,0.919226310482415,0.674185566282177,0.162140457419915,0.938989261216739,0.946965365968853,1.12333536436751,0.794099335927759,0.736471883341651,0.864074106894246,0.438706118672698,0.918045787345296,0.782933854446434,1.00983252696543,0.780425675417653,0.0361191076968989,0.996690461355647,0.904794102598331,1.29170386735157,0.630897567820902
miR-139-5p,0.369152523173659,0.0209749749440398,0.969454475120694,1.03752144542103,1.38012684146243,0.638954063346495,0.0233281213668016,0.256477347951645,0.026882467915604,1.31741276192394,1.11255313624728,1.36465118620821,0.547023745634876,0.286480880802807,0.69316622537798,0.96301270965562,1.10414218477156,0.869290789621555,0.0751115144498186,0.00387508475060679,0.821015811461567,1.27865639837355,1.74127109277152,0.707497772557535,0.840521025619561,0.412332588857921,0.915953080451813,0.850734215765333,1.02029049458667,0.744297843087961,0.279749534975258,0.00395203153155455,0.961016160452381,1.07457500569878,1.55873968914818,0.706336939719036,0.084058346061091,0.000279881686134854,0.974385874062318,1.19843723916418,1.69559948865979,0.668942151595762,0.929772179773476,0.448266056559592,0.957686373617046,0.770448840398463,0.993348829924852,0.68948007634095,0.871161229867805,0.315381417698595,0.964324516091159,0.822401018009883,1.07557937712439,0.659900630065186
miR-140/140-5p/876-3p/1244,0.174692409574437,0.107802847596964,0.500929649317132,1.13801018789838,1.22449544613584,0.972265881745327,0.21879826020055,0.752355891704947,0.0533890901001776,1.11257851894361,0.829406682697221,1.31168351581676,0.317457408616512,0.214028212243094,0.481575228985223,1.06750176701641,1.17144451528034,0.979535515633463,0.174935617235855,0.0374536226939984,0.705368831029384,1.17529101117091,1.47983027169955,0.791163494482546,0.0829242857084734,0.103948318185867,0.264256221638863,1.21693806605964,1.24344877040649,1.10291052518172,0.587617779977453,0.509232052438009,0.550086723914295,0.954829586441383,0.970741825106072,0.957760264230322,0.388078222110601,0.280183733707679,0.54911156570132,1.03066260770881,1.08867531819744,0.956011655406664,0.153989192998184,0.0584027638072477,0.458212546655429,1.1626153334895,1.4030808988264,0.997377640284829,0.597373096474884,0.338063950714427,0.716753854261688,0.945489838530885,1.06351865502598,0.861440931630638
miR-141/200a,0.0842509393683306,0.000634916995296789,0.966571701207902,1.13809688282582,1.42650092127459,0.758520205980129,0.0153794403443335,0.930286060931463,6.23330799579214e-05,1.23063404106845,0.793810990491888,1.53334249213745,0.0632049462219997,0.000719618646599207,0.811968906941254,1.17769847164546,1.58906376883981,0.865706503397136,0.135237633967662,0.000455190637977807,0.990287571045353,1.14106119180905,1.63480407677277,0.580153557674145,0.048048069717268,0.0389684373906746,0.329385968424793,1.1699955675141,1.23134885863916,1.04652655498941,0.00363492325464007,0.000604681770118994,0.381883907127347,1.28398028122765,1.46166875050853,1.027321382023,0.00236560850031627,5.43821006817424e-05,0.678310839835864,1.29655035134751,1.5136762932646,0.936674412476958,0.00954401362692577,0.388321459321291,0.00500347810599786,1.26735559706935,1.03044066546002,1.34509974045457,0.378323861557652,0.435033249110675,0.373386651820293,1.02646250651199,1.01094346217615,1.03240685150884
miR-142-3p,2.36499630524406e-05,5.91122582040799e-07,0.519663420618542,1.72477273243567,2.07021353344117,0.966868975189465,3.98773076934548e-06,0.501056310222542,6.25298712799467e-08,1.82796034425494,0.974214557420572,2.22012025490392,0.0232315891030194,0.00134450382989064,0.543050863779924,1.34892855987764,1.81570755919107,0.95138004333188,0.0080030526598671,0.00022862225995531,0.689491944100926,1.49827191796997,2.01509846237785,0.820541020607888,0.00149730065995614,0.000535093912470536,0.287198104738378,1.49003044921977,1.69713669601749,1.08400140127406,0.028759931018029,0.00581145174586742,0.485711180062889,1.28443553149118,1.51380917483634,0.98898816913276,0.00661200019026197,0.000589862469152453,0.588123785602853,1.38312283908334,1.62968487077359,0.943502136418815,0.531746735323684,0.794402886815866,0.269177600940942,0.973765863541955,0.773835791152974,1.09447107916959,0.665222804122034,0.571173559007694,0.596686140633509,0.924015736834372,0.937474630108166,0.931991016360326
miR-143/1721/4770,0.068237158316761,0.131144999447393,0.188659537472673,1.22535471714472,1.19162137287839,1.16008920848708,0.0806727791907306,0.0639350162656741,0.324310394798826,1.21328815077621,1.31460812336119,1.06445698832219,0.574733836713147,0.542962683453228,0.50051337672524,0.950895648069302,0.934546519638377,0.971654559230787,0.348812017138587,0.18577758237095,0.607759880171645,1.05383240496275,1.19723704624538,0.87324343228794,0.182327952944247,0.0782758978768274,0.556997107916328,1.12760563537466,1.26783324555994,0.952820117204938,0.0965013494057783,0.03095966336345,0.521594364666254,1.1897616022545,1.37142001527626,0.972651230814716,0.337606773552339,0.267183639837974,0.499268865633958,1.04953612888041,1.09278445234822,0.980956077131907,0.00502571505096548,0.0016906748336691,0.204084212918262,1.45595280662926,1.82103780552885,1.13885421212398,0.345313241964421,0.0589979868206401,0.813036333098879,1.04896757113218,1.3298318203677,0.81145236030743
