Geneset,Up_Total_DE,Up_Total_In_Set,Up_Total_DE_In_Set,Up_Pvalue,Up_Odds,Up_DEGenesInSet
mmu-miR-7056-5p,1020,11,5,0.00213439882311884,4.96472198329456,Acvrl1;Cers4;Kpna3;Nlk;Ube2r2
mmu-miR-185-5p,1020,47,13,0.00505897899524096,2.28579510786418,Ndrg1;Sgms1;Traf3;Pcna;Pbx2;Itgal;Dynll2;Elp4;Prkar2a;Tmem135;Rqcd1;Tmem147;Atp6v1f
mmu-miR-122-5p,1020,47,13,0.00505897899524096,2.28579510786418,Bach2;Slc2a3;Aldoa;Pkm;Aldh18a1;Ms4a6c;Galc;Serp1;Obfc1;G6pc3;Slc52a2;Tbc1d10a;Ctdnep1
mmu-miR-449a-5p,1020,43,12,0.00592513366174125,2.31300423940056,Sfmbt2;Ldha;Limd2;Eno3;Pkp4;Thumpd1;Shkbp1;Smox;Ppp1r11;Agap2;Atg4b;Slc27a4
mmu-miR-34a-5p,1020,43,12,0.00592513366174125,2.31300423940056,Sfmbt2;Ldha;Limd2;Eno3;Pkp4;Thumpd1;Shkbp1;Smox;Ppp1r11;Agap2;Atg4b;Slc27a4
mmu-miR-302a-5p,1020,17,6,0.00657422304275629,3.25043745480378,Mdh2;Gclm;Dtl;Ptp4a2;Pgm3;Hmgcr
mmu-miR-449b,1020,44,12,0.00732665175326725,2.24036900845113,Sfmbt2;Ldha;Limd2;Eno3;Pkp4;Thumpd1;Shkbp1;Smox;Ppp1r11;Agap2;Atg4b;Slc27a4
mmu-miR-34b-5p,1020,44,12,0.00732665175326725,2.24036900845113,Sfmbt2;Ldha;Limd2;Eno3;Pkp4;Thumpd1;Shkbp1;Smox;Ppp1r11;Agap2;Atg4b;Slc27a4
mmu-miR-34c-5p,1020,44,12,0.00732665175326725,2.24036900845113,Sfmbt2;Ldha;Limd2;Eno3;Pkp4;Thumpd1;Shkbp1;Smox;Ppp1r11;Agap2;Atg4b;Slc27a4
mmu-miR-137-3p,1020,45,12,0.00897773614412344,2.17213927323684,Traf3;Raver2;Fam220a;Appl2;Serp1;Ncoa3;Fam132a;Slc35a4;Ybx1;Snrk;Kpnb1;Slc25a5
mmu-miR-7220-3p,1020,46,12,0.0109067057457257,2.10792897101467,S1pr1;Bin1;Tusc3;Pja1;Pgk1;Ssh2;Slc25a3;Cyld;Dnajb5;Actr6;Thumpd1;Map4k3
mmu-miR-204-3p,1020,42,11,0.0129738539415478,2.11821167407402,Rasa3;Raver2;Arf3;Prpf19;Dscr3;Cops6;Slc5a3;Fbxl17;Ubald1;Cdk1;Mrpl35
mmu-miR-7684-5p,1020,42,11,0.0129738539415478,2.11821167407402,Rasa3;Raver2;Arf3;Prpf19;Dscr3;Cops6;Slc5a3;Fbxl17;Ubald1;Cdk1;Mrpl35
mmu-miR-295-5p,1020,19,6,0.0131247896248396,2.7496432186783,Slc7a1;Yaf2;Fbxl17;Pik3c2b;Trim25;Bloc1s5
mmu-miR-452-5p,1020,47,12,0.0131426012679698,2.0473957096932,Tes;Pgk1;Sumo3;St3gal6;Agfg1;Vmp1;Hat1;Ssr4;3830406C13Rik;Casd1;Pde4d;Tmem147
mmu-miR-1298-5p,1020,47,12,0.0131426012679698,2.0473957096932,Sorl1;Abi2;Agfg1;Vmp1;Timm8a1;Cyp51;Drosha;3830406C13Rik;Pde4d;Gnaq;Nacc1;Sugt1
mmu-miR-764-5p,1020,47,12,0.0131426012679698,2.0473957096932,Bcl3;Nampt;Extl3;Shc1;Nfe2l1;Nudt21;Aacs;Ankrd52;D17Wsu92e;Klhl18;Trrap;Rassf2
mmu-miR-28a-3p,1020,47,12,0.0131426012679698,2.0473957096932,Vim;Parp8;Pea15a;Traf3;Mturn;Fignl1;Zfp608;Rbms1;Tcf20;Dtl;Ube2w;Per1
mmu-miR-540-3p,1020,11,4,0.0133901473398961,3.40073534448121,Adam15;Vmp1;Papd7;Ldlrap1
mmu-miR-873b,1020,11,4,0.0133901473398961,3.40073534448121,Tspan14;Nup153;Mettl4;Otulin
mmu-miR-26a-5p,1020,43,11,0.0157023908240536,2.05171241065865,Mdn1;Sfmbt2;Mtx2;Ssh2;Dnmt3a;Mknk2;Trib2;Rap1a;Rcn2;Trappc4;Cks2
mmu-miR-26b-5p,1020,43,11,0.0157023908240536,2.05171241065865,Mdn1;Sfmbt2;Mtx2;Ssh2;Dnmt3a;Mknk2;Trib2;Rap1a;Rcn2;Trappc4;Cks2
mmu-miR-449c-5p,1020,43,11,0.0157023908240536,2.05171241065865,Sfmbt2;Ldha;Limd2;Eno3;Pkp4;Thumpd1;Shkbp1;Smox;Ppp1r11;Atg4b;Slc27a4
mmu-miR-145a-5p,1020,48,12,0.0157148809905217,1.99023441986208,Bach2;Add3;Tmem9b;Ndufa4;Ssh2;Naa25;Abracl;Fkbp3;Eif4b;Actb;Ptp4a2;Ddc
mmu-miR-145b,1020,48,12,0.0157148809905217,1.99023441986208,Bach2;Add3;Tmem9b;Ndufa4;Ssh2;Naa25;Abracl;Fkbp3;Eif4b;Actb;Ptp4a2;Ddc
mmu-miR-340-5p,1020,48,12,0.0157148809905217,1.99023441986208,Ranbp1;Creld2;Med28;Hspe1;Ppm1b;Slc5a3;Dscc1;Rap1a;Casd1;Rcn2;Gen1;Iah1
mmu-miR-802-5p,1020,49,12,0.0186530952934034,1.93617222455236,Rapgef4;Slc2a3;Gnpnat1;Dock4;Cap2;Traf3;Agfg1;Eif4a2;Arpc2;Psmd2;Sec11a;Tmed9
mmu-miR-294-5p,1020,44,11,0.0188432929755985,1.98925406028752,Tspan31;Xpo1;Srpk1;Ndfip1;Csk;Rrm1;Dlg4;Eef1a1;Cyld;Dock9;Ube2w
mmu-miR-292b-5p,1020,44,11,0.0188432929755985,1.98925406028752,Tspan31;Xpo1;Srpk1;Ndfip1;Csk;Rrm1;Dlg4;Eef1a1;Cyld;Dock9;Ube2w
mmu-miR-6964-3p,1020,16,5,0.0194876226802885,2.70633999925245,Atp5j;Lpp;Emc7;Commd8;Fam49a
mmu-miR-365-3p,1020,50,12,0.0219865458845021,1.8847473950287,Rapgef4;Arrb2;Fam3c;Traf3;Plk3;Ssh2;Oxr1;Cmtm3;Rpp14;Snrk;Rqcd1;Tfdp1
mmu-miR-128-3p,1020,45,11,0.022430768187044,1.93048077939023,Tmsb10;Sh2d3c;Mdn1;Traf3;Gusb;Gltp;Lbh;Clpp;Gm7120;Slc5a3;Rab27a
mmu-miR-873a-5p.1,1020,45,11,0.022430768187044,1.93048077939023,S1pr1;Tusc3;Pja1;Pgk1;Ssh2;Slc25a3;Cyld;Dnajb5;Actr6;Thumpd1;Map4k3
mmu-miR-3089-5p,1020,21,6,0.0233761158693603,2.38221419986969,Serp1;Nol4l;Shmt1;Sptssa;Etv3;Ube2w
mmu-miR-101a-5p,1020,26,7,0.0256462253866717,2.1949407718683,Crim1;Rora;Mllt3;Phlpp1;Ipo7;Rap1a;Ripk1
mmu-miR-1306-5p,1020,46,11,0.0264980843428033,1.87486178706791,Igfbp4;Ppp3cc;Gnl1;Tkt;Trmt61a;Fam118a;Dnmt3a;Eif4b;Usp38;Trim8;Zbtb4
mmu-miR-144-5p,1020,17,5,0.0265312952098515,2.48027480117647,Zmiz1;Pop1;Sptssa;Dars2;Uprt
mmu-miR-484,1020,17,5,0.0265312952098515,2.48027480117647,Nme2;Mmp14;Htt;Tbc1d24;Mycbp2
mmu-miR-767,1020,9,3,0.0296201390496192,2.97329822260779,Klf2;Adamts3;Tet1
mmu-miR-7651-5p,1020,9,3,0.0296201390496192,2.97329822260779,Cdca7l;Slc39a10;Pdk3
mmu-miR-7052-3p,1020,9,3,0.0296201390496192,2.97329822260779,Agpat3;Cox5a;Ptdss1
mmu-miR-7047-5p,1020,9,3,0.0296201390496192,2.97329822260779,Atp5g1;Ankrd52;Rpp40
mmu-miR-3103-5p,1020,9,3,0.0296201390496192,2.97329822260779,Atp5g1;Ankrd52;Rpp40
mmu-miR-7235-5p,1020,9,3,0.0296201390496192,2.97329822260779,Atp5g1;Ankrd52;Rpp40
mmu-miR-6965-5p,1020,9,3,0.0296201390496192,2.97329822260779,Atp5g1;Ankrd52;Rpp40
mmu-miR-1291,1020,9,3,0.0296201390496192,2.97329822260779,Adpgk;Anp32a;Ndufb9
mmu-miR-6902-5p,1020,9,3,0.0296201390496192,2.97329822260779,Sesn3;Dusp1;Gars
mmu-miR-670-3p,1020,47,11,0.0310771071113177,1.82254327131086,Evl;Traf3;Oma1;Eif4a2;Pkp4;Cd86;Gng10;Rqcd1;Mrpl35;Ptp4a2;Tpd52
mmu-miR-33-3p,1020,18,5,0.0350762473335356,2.28915269431788,Tspan31;S1pr1;Cpt1a;Vmp1;Fbxl17
mmu-miR-96-5p,1020,48,11,0.036197849151583,1.77299967456905,Bach2;Tes;Cpm;Arpc5l;Tbl1x;Slc39a1;Rufy1;Slc25a1;Rab27a;Rqcd1;Kpnb1
mmu-miR-6335,1020,23,6,0.0381026604057141,2.10137616411923,Bach2;Yaf2;Tshz1;Sptbn1;Acvr1b;Ago2
mmu-miR-693-3p,1020,23,6,0.0381026604057141,2.10137616411923,Plekha1;Polr1a;Dpysl2;Fry;Agfg1;Tnpo1
mmu-miR-21a-3p,1020,23,6,0.0381026604057141,2.10137616411923,Xpot;Cyp51;Prkrir;Tet1;Amfr;Dock5
mmu-miR-6387,1020,23,6,0.0381026604057141,2.10137616411923,Stk39;Pdia4;Zfp36l2;Hspe1;Eml4;Grpel2
mmu-miR-191-3p,1020,14,4,0.0400548228061475,2.37947597000065,Ssr1;Wdr1;Eif2b5;Josd2
mmu-miR-664-5p,1020,14,4,0.0400548228061475,2.37947597000065,Galnt6;Runx3;Tmem248;Prr12
mmu-miR-133a-3p.1,1020,49,11,0.0418880395920736,1.72606301669879,Dusp1;Rcl1;Appl2;Slbp;Gm7120;Rce1;Eif4b;Rqcd1;Agap2;Tbc1d13;Rap2c
mmu-miR-142b,1020,49,11,0.0418880395920736,1.72606301669879,Tspan14;Nampt;Atp8b2;Plekho2;Capzb;Cbx4;Pde4d;Tfdp1;Hnrnpa0;Dpy30;Ube2r2
mmu-miR-362-3p,1020,44,10,0.0438418442260178,1.75317740149306,Mdn1;Irf2bpl;Dusp22;Cltb;Rangap1;Capzb;Tomm20;Pde4d;Ptp4a2;Tmed9
mmu-miR-329-3p,1020,44,10,0.0438418442260178,1.75317740149306,Mdn1;Irf2bpl;Dusp22;Cltb;Rangap1;Capzb;Tomm20;Pde4d;Ptp4a2;Tmed9
mmu-miR-6972-5p,1020,10,3,0.0438509664066398,2.54819067672359,Cd226;Treml2;Ccne1
mmu-miR-3475-3p,1020,10,3,0.0438509664066398,2.54819067672359,Cd226;Treml2;Ccne1
mmu-miR-7215-3p,1020,10,3,0.0438509664066398,2.54819067672359,Slc44a1;Hlcs;Bcl9
mmu-miR-184-3p,1020,24,6,0.0473291706714443,1.98438141793192,Mlec;Nol4l;Lrrc8a;Inppl1;Slc25a22;Ago2
mmu-miR-20a-5p,1020,50,11,0.0481727218155173,1.68153282167279,Cd274;Gnl1;Ssh2;1500011K16Rik;Ncoa3;Hn1;Mknk2;Osm;Slc12a7;Nagk;Per1
mmu-miR-140-3p.1,1020,45,10,0.0507689570621563,1.70281224565268,Ggct;Zfp706;Arf5;Rap1b;Gm7120;Slc25a20;Slc27a4;Bhlhe40;Cap1;Fam98b
mmu-miR-7065-3p,1020,30,7,0.0571130985570965,1.8120784218538,Igfbp4;Slc16a10;Map3k5;Elovl7;Plbd2;Ptpn9;Dynll2
mmu-miR-7031-5p,1020,25,6,0.0578637840094066,1.87952227796323,Cnn2;Hlcs;Tspan9;Glud1;Hmgcr;Tpd52
mmu-miR-411-3p,1020,46,10,0.0583969456310959,1.65524454780707,Bach2;1700025G04Rik;Bcap29;Ssh2;Capzb;Ptpn9;Trib2;3830406C13Rik;Mrps18c;Tmed9
mmu-miR-495-3p,1020,46,10,0.0583969456310959,1.65524454780707,Hspa5;Spsb1;Ddit4;Dnmt3a;Cbx4;Pde4d;Tmem183a;Hspa4;Ppfibp1;Snrpb
mmu-miR-7090-5p,1020,11,3,0.0612571487304933,2.2293936153656,Ndrg1;Cyp51;Scd4
