Geneset,All_Pvalue,Down_Pvalue,Up_Pvalue,All_Odds,Down_Odds,Up_Odds
miR-103a/107/107ab,1.49751703148141e-06,4.43216791423775e-11,0.814897715877718,1.8055141241806,2.60559117514744,0.795275138166215
miR-590-3p,4.40058278159274e-06,1.39752960277331e-12,0.970641813806819,1.60085299801895,2.38623039155722,0.689062699706145
miR-300/381/539-3p,0.000112650350618723,8.10535155878479e-11,0.990314074071755,1.49548273006745,2.26827188376208,0.618268564767872
miR-433,0.000351743834992653,5.29649822577827e-07,0.8038871909057,1.81342111238677,2.68872709712314,0.706916457693503
miR-324-5p,0.00085408232873394,0.00269983255507476,0.0537990668250724,2.26008723183474,2.37278079441022,1.72149896218311
miR-224,0.00115530738489185,7.15552103099867e-06,0.735137336155312,1.70462637746689,2.42638103010021,0.770499568311555
miR-25/32/92abc/363/363-3p/367,0.00403622933223625,4.98313335362912e-07,0.972575882398907,1.33142016665437,1.88437206136743,0.68549505227139
miR-18ab/4735-3p,0.00432622070147878,7.44858208179242e-05,0.711999273280759,1.65819757145292,2.35133077693997,0.760481901311315
miR-27abc/27a-3p,0.00476370857875431,3.83988756653955e-06,0.918401951533511,1.28093129623078,1.6855420554563,0.793413114313655
miR-495/1192,0.00538121569687388,3.51061910560839e-06,0.939934247763042,1.34120660854321,1.86034619439141,0.718996653259909
miR-505/505-3p,0.00555297882325418,0.0311357810060802,0.0388929242633587,1.70828181973238,1.61637270420491,1.63315059150916
miR-142-3p,0.0080030526598671,0.00022862225995531,0.689491944100926,1.49827191796997,2.01509846237785,0.820541020607888
miR-204/204b/211,0.00851030865030778,0.00035833313156827,0.638179729370021,1.38657174139022,1.75421609949938,0.89415305551972
miR-23abc/23b-3p,0.00858699437663458,8.87894160609952e-06,0.935152402114296,1.28111971376241,1.71945427132385,0.755570916385641
miR-186,0.0087532598346178,8.19062143800813e-06,0.946705692390339,1.34168742444426,1.89142373753099,0.685596346796477
miR-21/590-5p,0.00950948322473222,0.000298577755540119,0.692901018512389,1.52376158320988,2.07836935193512,0.799735138137421
miR-208ab/208ab-3p,0.0144910151685314,4.46525491026447e-05,0.946537530405251,1.62280206509021,2.70241454671735,0.382660109849597
miR-383,0.0148410234492725,0.00601128847386333,0.313091365872771,1.6708234043815,2.03064871467784,1.0970376381157
miR-217,0.0179748606632841,4.97185244609916e-05,0.947330594166693,1.4496390880193,2.23673282798034,0.525384614852731
miR-223,0.0183714054291582,0.000624952386664733,0.73912859134231,1.46857155948195,2.02641608036595,0.755174478550563
miR-376abd/376b-3p,0.0198216455279059,0.000949937971994244,0.700242447392462,1.55753097730141,2.20132154311083,0.731783537152613
miR-194,0.020679715225996,6.42026601436137e-05,0.944589059904083,1.39890485132423,2.10069640691238,0.56953079400528
miR-193/193b/193a-3p,0.0220090959718777,0.000590143323877867,0.788701522175634,1.51720467120669,2.20523589366045,0.661278299005461
miR-203,0.0307888714197029,1.49718850738774e-05,0.98817818455294,1.2514235776936,1.82352290158489,0.596158716204998
miR-425/425-5p/489,0.0338179262439904,0.000669223215257051,0.861992093200991,1.50639179611628,2.32355649665927,0.529326392020752
miR-154/872,0.0345770467377903,0.00157683325027758,0.762860917193734,1.60084626020681,2.44695065124465,0.56703880740047
miR-340-5p,0.0363999216223583,7.7603571101838e-07,0.999122368720314,1.18256871167989,1.7255438963382,0.592275726436136
miR-216b/216b-5p,0.0388740659884236,0.017235255198823,0.369860184441152,1.42182053715074,1.6710502614201,1.04081977073163
miR-499-5p,0.039884529446674,4.50259761453471e-05,0.989771621148035,1.36467512201167,2.24986026119355,0.371955807585211
miR-181abcd/4262,0.0441354981700328,4.12179402977586e-08,0.999986158797745,1.18777224717797,1.9072977947605,0.437475739518506
miR-199ab-5p,0.0475388950224345,0.000314275191424051,0.943597401797477,1.27661191348735,1.82541254846345,0.625789067553211
miR-15abc/16/16abc/195/322/424/497/1907,0.047773837912421,5.50316299937869e-07,0.999734301393077,1.17330074805492,1.76064717071247,0.543341814771333
miR-149,0.0490669429602397,0.0808844372275413,0.162881976275476,1.31577618117509,1.3293341237995,1.23341616677593
miR-494,0.0524096218436252,0.000290535039560605,0.955683166098701,1.27216400512232,1.84689621196838,0.596469654380683
miR-183,0.0558790539152339,0.00539319860888755,0.698466023232226,1.28616283578893,1.63873458626167,0.829263520367265
miR-19ab,0.0563698731129414,0.000486367717417363,0.9289039438266,1.17079879187986,1.50200919485403,0.774201789270269
miR-503,0.0572008416256561,5.63648403222002e-05,0.993448079284594,1.28684333328604,2.07209147868843,0.407573837956455
miR-33a-3p/365/365-3p,0.0629613444303938,0.00025200571731426,0.978407565895663,1.3251213401778,2.13151986590042,0.409457251202859
miR-148ab-3p/152,0.0661058839817518,0.000148419460749026,0.982144826289697,1.20789697676871,1.73432944119056,0.600969866539505
miR-320abcd/4429,0.0686972362966935,0.000869563189403743,0.92669272135813,1.20462328094643,1.61836634017523,0.70854446706874
miR-139-5p,0.0751115144498186,0.00387508475060679,0.821015811461567,1.27865639837355,1.74127109277152,0.707497772557535
miR-101/101ab,0.0811310781547621,5.84849602450895e-07,0.99998483040606,1.1768934913247,1.9608636000067,0.352763698520076
miR-378/422a/378bcdefhi,0.0820256127439863,0.0243303208776515,0.506625057372726,1.40707846234422,1.80119490833058,0.871513311427768
miR-137/137ab,0.0862297394597535,0.00157769306078195,0.91442851735975,1.1417663775714,1.43195070385657,0.7926424815301
miR-370,0.0873352852024833,0.0114371633876159,0.699174363753914,1.27398846339723,1.64749979433624,0.795426763846746
miR-335/335-5p,0.0898225217519389,0.0068805555535014,0.788701522175634,1.31638673639958,1.84915882740541,0.661278299005461
miR-155,0.0902040657192493,0.000633284612813519,0.971807376976213,1.24477346136233,1.8890777666312,0.503118217130171
miR-410/344de/344b-1-3p,0.0902649986160872,0.000635999175322049,0.965545286817574,1.18327557550899,1.64368377072683,0.64475288303676
miR-200bc/429/548a,0.0904004853276613,0.000553626305521169,0.965506546220185,1.14613097335662,1.51129362854964,0.718969949943186
miR-138/138ab,0.0908538524535283,0.00127164552698624,0.939993641617114,1.19494149159623,1.63961110791046,0.667117033126141
miR-382,0.0922674787971103,0.00226821010831071,0.921947222205977,1.34980314963461,2.16085015399222,0.414714669313877
miR-7/7ab,0.0967000015876425,0.087467806508917,0.306887158986871,1.21565011017068,1.28722358307239,1.08783907020175
miR-125a-3p/1554,0.100997304007465,0.0174612627005124,0.655589382238509,1.34020391644333,1.81014215315011,0.741979406954136
miR-202-3p,0.102946970827929,0.0287567882737428,0.588231345198443,1.15247984137635,1.30841553450269,0.941919440592387
miR-192/215,0.104431145383109,0.0307936433005796,0.538475537355002,1.3524245896195,1.73544936134486,0.842152864679069
miR-377,0.110215356504234,0.00106395825255662,0.967052094038325,1.19465113101443,1.72677043678052,0.576559982240176
miR-290-5p/292-5p/371-5p/293,0.110764054046024,0.0157930902145495,0.714652769059808,1.25095352308712,1.62835874992613,0.772722647635783
miR-539/539-5p,0.111141423850748,0.00420932228163833,0.888783533229192,1.17771694933422,1.5507794100241,0.725669366074983
miR-129-5p/129ab-5p,0.113153023015221,0.000381672130469016,0.989652538400065,1.19349992096282,1.81924050882651,0.485143712745415
miR-455-5p,0.119125613788567,0.00251658927683626,0.948780528990803,1.29052438843937,2.09084698264486,0.37939777398234
miR-504/4725-5p,0.119125613788567,0.0492083121941459,0.483910602709151,1.29052438843937,1.55583559417821,0.923308717142385
miR-379/1193-5p/3529,0.120930953511277,0.00141405336528534,1,1.37764482314455,2.67686396428976,1
miR-205/205ab,0.122190148493852,0.0257140682423443,0.659352023001347,1.19622501969692,1.4555555702013,0.85886685197052
miR-26ab/1297/4465,0.125098351245195,0.00039841325897338,0.988153104009376,1.13025399423851,1.55847997982179,0.641692626844837
miR-128/128ab,0.132011250849781,0.00249974697220668,0.942336095737165,1.1179473556137,1.42329951619408,0.756400793347625
miR-130ac/301ab/301b/301b-3p/454/721/4295/3666,0.133855649342059,0.000372569468976555,0.991180407592715,1.13088727891902,1.59095249209291,0.608854744187818
miR-141/200a,0.135237633967662,0.000455190637977807,0.990287571045353,1.14106119180905,1.63480407677277,0.580153557674145
miR-24/24ab/24-3p,0.148024184989911,0.0305118274973186,0.695958429923047,1.14648232170696,1.36396642243432,0.866821867488426
miR-153,0.155172132542659,7.28021739473741e-06,0.999973402076774,1.12518099756028,1.84645747189516,0.362143771214536
miR-144,0.167080296719633,0.00020772369262554,0.997825964187708,1.11504856975242,1.64082718548883,0.531905279621361
miR-140/140-5p/876-3p/1244,0.174935617235855,0.0374536226939984,0.705368831029384,1.17529101117091,1.47983027169955,0.791163494482546
miR-384/384-3p,0.178017655411263,0.218993066253753,0.249783764506122,1.19294117021753,1.18682797630619,1.16325073222155
miR-10abc/10a-5p,0.180047971519907,0.00215831595437051,0.983782524400443,1.17308329072151,1.86614204956095,0.394029066170956
miR-485-5p/1698/1703/1962,0.182497603515378,0.00344829035799258,0.972531497008438,1.17607432197944,1.83927429167208,0.423652625908589
miR-1ab/206/613,0.202581630091758,0.0350051735426327,0.778819533991784,1.09937107564836,1.30463509854647,0.843356114515091
miR-184,0.203509126108195,0.0376621588693253,1,1.32566740681753,2.55958856474409,1
miR-339b/339-5p/3586-5p,0.208731696446855,0.050002452747616,0.698578415160056,1.18668188454033,1.57544664682007,0.706871220814007
miR-124/124ab/506,0.214332718931156,0.317166441944311,0.246668354828224,1.06583118941984,1.04667687674631,1.07809972261476
miR-22/22-3p,0.215883842989359,0.177381744654266,0.4007924388202,1.11989924905869,1.18124603590666,1.02393432131172
miR-122/122a/1352,0.22031938562391,0.0966363188872377,0.553197232887907,1.17403128393228,1.42299017616949,0.849829870166161
miR-299/299-3p/3563-3p,0.222061159584047,0.0177980964518303,0.898278253176121,1.21405738870795,2.0761732541903,0.251720199942973
miR-346,0.223627628772426,0.134099355614513,0.451942119854426,1.18788592514288,1.37971984213079,0.925220279385844
miR-196abc,0.224088229955109,0.0793999064049363,0.633400648077822,1.13406447339477,1.35615393066658,0.849150013318249
miR-490-3p,0.227504231257375,0.204720107435678,0.341223681299718,1.17021936867569,1.23167869181215,1.06378407466912
miR-487b,0.227627710832035,0.236892857163208,0.167125638991603,1.23693760567058,1.08321308929509,1.38107426339951
let-7/98/4458/4500,0.230605645913976,0.0678072212356174,0.704025354546542,1.07218641228159,1.20159579976601,0.907448450908376
miR-150/5127,0.245267609566563,0.122423392319637,0.548425830107292,1.1309089913711,1.31303512277966,0.891426971653412
miR-338/338-3p,0.260348910043452,0.0907554315319246,0.661493564837039,1.11550962306468,1.35825873684628,0.810325431901673
miR-29abcd,0.263811752891385,0.00287879167385634,0.988819326200331,1.0624105562914,1.41448074591626,0.663612673809667
miR-451,0.267417571859098,0.26656026120405,0.189847425336829,1.12432617548317,0.992861445667362,1.26585562638748
miR-136,0.278770762395366,0.180537940269482,0.483355218329333,1.11170433386207,1.24374235828135,0.933473696196573
miR-342-3p,0.289839488286599,0.0762587746787542,0.750066921655489,1.09563694636475,1.39400752591911,0.732281324623941
miR-93/93a/105/106a/291a-3p/294/295/302abcde/372/373/428/519a/520be/520acd-3p/1378/1420ac,0.292597112853285,4.28992595924418e-06,0.999999876835593,1.06091405079018,1.86380291652664,0.240945295709454
miR-653,0.295263645828566,0.0753932345459925,0.752472118532123,1.10345696860063,1.47013496451114,0.662893291990011
miR-431,0.299139198906447,0.0412349721299692,0.868618260460228,1.10541374638396,1.65483907091275,0.471625751733968
miR-218/218a,0.302693694244085,0.00102898182129708,0.998316251774319,1.0523918896037,1.50250119190965,0.556464921886531
miR-221/222/222ab/1928,0.304664313873099,0.00403854683614561,0.993706202101938,1.07408854837734,1.67511564892499,0.405937024365511
miR-411,0.305948924541311,0.0617616997113144,0.786440514513947,1.11041534303442,1.79404107771842,0.336240653977397
miR-874,0.317090567920927,0.0367149609593911,0.902127132467355,1.08103518071688,1.56008635981504,0.526565155307667
miR-33ab/33-5p,0.321148225761455,0.0935038014300819,0.755289981988048,1.06698929091896,1.30461397879257,0.777111097202259
miR-376c/741-5p,0.333093966201127,0.0218420818598609,0.956158603816985,1.06741433332435,1.60636735067293,0.455140378420478
miR-143/1721/4770,0.348812017138587,0.18577758237095,0.607759880171645,1.05383240496275,1.19723704624538,0.87324343228794
miR-421,0.349472538456691,0.0616796580199244,0.86428817679027,1.05256963952643,1.37485994997932,0.671827055326204
miR-132/212/212-3p,0.350319513822589,0.00649581492664471,0.993180002830818,1.05046785512122,1.62748652706817,0.409223488662521
miR-374ab,0.377004039198018,0.0107502393672795,0.987318313737815,1.03220700277326,1.43593753014567,0.576073446172513
miR-31,0.410551328124935,0.0107193763252721,0.993460572418994,1.02107199238609,1.59820208498035,0.382535065137537
miR-873,0.429416199737264,0.13254572763284,0.802661126688638,1.00872822787662,1.29496730962887,0.672801690905721
miR-875-5p,0.43911703932109,0.248047990088945,0.588957068582054,0.976077612629984,1.19312782328161,0.721554405758241
miR-190/190ab,0.452279532149054,0.0505476135383403,0.955911932056973,0.98346011357072,1.59908200775595,0.301138488996269
miR-448/448-3p,0.455706637918283,0.000800210771101947,0.99994211035713,1.00404666589295,1.60480378123998,0.363965638230194
miR-592/599,0.458652484097704,0.231651184256161,0.680610570708852,0.989091762248329,1.17675861823883,0.767241670670171
miR-361-5p,0.46011122515554,0.0670783150294471,0.934425947278035,0.986989729502869,1.46314493351032,0.449235948873826
