Geneset,All_Pvalue,Down_Pvalue,Up_Pvalue,All_Odds,Down_Odds,Up_Odds
mmu-miR-501-5p,0.000505838747851436,0.0726205865000388,0.000651054644143173,7.43831471374939,2.34881433915356,7.7739408639647
mmu-miR-1199-5p,0.000520307214506861,0.00230739708132033,0.0205242255371194,5.9562158444737,6.29471165199302,3.2329921044247
mmu-miR-3475-3p,0.00111030399522799,1,0.000100041372157343,5.95133922588461,1,9.73048799751477
mmu-miR-6972-5p,0.00111030399522799,1,0.000100041372157343,5.95133922588461,1,9.73048799751477
mmu-miR-203-3p.2,0.00179406146104618,0.0299508196783753,0.0103591163068354,2.53613508554593,2.25076557616346,2.30790897501874
mmu-miR-133a-3p.1,0.00284213169343238,0.454490307779829,0.000416624130078665,2.39046766732002,0.797293286754424,3.175178975776
mmu-miR-291b-3p,0.00314680722031585,0.0136464680243351,0.0272759963131523,3.47496951310458,3.5381238960785,2.58806495071499
mmu-miR-544-3p,0.00329264870366474,0.0752770041669476,0.00756516122333218,2.42655635423131,1.83958537352833,2.43688599500722
mmu-miR-223-3p,0.0051043701029656,0.0299508196783753,0.0282127835468581,2.28314890778244,2.25076557616346,1.99562313921367
mmu-miR-1251-5p,0.00627213248479107,0.0328277158070034,0.0319494612860521,2.21756504600284,2.19801959565462,1.94546861577897
mmu-miR-22-3p,0.00627213248479107,0.0328277158070034,0.0319494612860521,2.21756504600284,2.19801959565462,1.94546861577897
mmu-miR-383-5p.1,0.00627213248479107,0.00981254677797853,0.0755778836956086,2.21756504600284,2.70842431258862,1.65797419104465
mmu-miR-202-3p,0.00649292218938567,0.28779479841382,0.00221466060824907,2.97765769484728,0.937962943246634,3.89309163943469
mmu-miR-21c,0.00764413280133454,0.100107565506894,0.013875292332486,2.15562834300068,1.67516677610789,2.19193388042926
mmu-miR-378b,0.00830915192166139,6.58483669590285e-05,1,3.96361796342857,12.6253348134051,1
mmu-miR-380-5p,0.00830915192166139,0.0878220215461535,0.0101306011321462,3.96361796342857,2.08754622399296,4.15804356490039
mmu-miR-30a-5p,0.0109942543621255,0.0272444255716228,0.0614820209966273,2.10549137932532,2.30602739481866,1.74353187635813
mmu-miR-30b-5p,0.0109942543621255,0.0272444255716228,0.0614820209966273,2.10549137932532,2.30602739481866,1.74353187635813
mmu-miR-30c-5p,0.0109942543621255,0.0272444255716228,0.0614820209966273,2.10549137932532,2.30602739481866,1.74353187635813
mmu-miR-30d-5p,0.0109942543621255,0.0272444255716228,0.0614820209966273,2.10549137932532,2.30602739481866,1.74353187635813
mmu-miR-30e-5p,0.0109942543621255,0.0272444255716228,0.0614820209966273,2.10549137932532,2.30602739481866,1.74353187635813
mmu-miR-384-5p,0.0109942543621255,0.0272444255716228,0.0614820209966273,2.10549137932532,2.30602739481866,1.74353187635813
mmu-miR-6516-5p,0.0148815163496983,0.00557737124734251,0.192024230370981,2.23410893359724,3.38271740857994,1.33591820200882
mmu-miR-3473g,0.015818076059208,0.0642795927437897,0.0436502986146721,2.049342329588,1.93459497593006,1.88979495596277
mmu-miR-21a-5p,0.0187950759604638,0.234634279471212,0.013875292332486,1.93393433850678,1.22549564865763,2.19193388042926
mmu-miR-3085-3p,0.0189795361120582,0.0223288222116455,0.112841797427969,1.98695655331631,2.42490591165856,1.53172256483193
mmu-miR-101a-5p,0.0257845666788586,0.141934269296181,0.0299382444068984,2.1924137642825,1.56657080205658,2.31216260411837
mmu-miR-343,0.0266490537312978,0.0515455843288108,0.0679400089662558,2.47742481618138,2.50958546212693,2.07699201592467
mmu-miR-6715-5p,0.0269472498644641,0.00403727708719297,0.330142985817344,2.07057907610188,3.64390116672931,1.03636682276396
mmu-miR-6986-5p,0.029230619744394,0.0251574001180984,0.115433752089825,2.64114193551175,3.4238581887415,1.76051274093328
mmu-miR-7017-3p,0.029230619744394,0.0251574001180984,0.115433752089825,2.64114193551175,3.4238581887415,1.76051274093328
mmu-miR-7035-5p,0.029230619744394,0.00320121455251236,0.347715203919096,2.64114193551175,5.6648791104857,0.805639994786336
mmu-miR-30c-1-3p,0.0297181151011085,0.00858878916123362,0.203605193107463,2.96988741711644,5.38250872542363,1.20917844543682
mmu-miR-30c-2-3p,0.0297181151011085,0.00858878916123362,0.203605193107463,2.96988741711644,5.38250872542363,1.20917844543682
mmu-miR-6958-5p,0.0297181151011085,0.00858878916123362,0.203605193107463,2.96988741711644,5.38250872542363,1.20917844543682
mmu-miR-7651-5p,0.0297181151011085,0.0726205865000388,0.0447949549393017,2.96988741711644,2.34881433915356,2.76791996687315
mmu-miR-122-5p,0.0312891686159303,0.0299508196783753,0.146208043145226,1.82043668728708,2.25076557616346,1.41900011509405
mmu-miR-300-5p,0.0352274831110433,0.0112116884216045,0.234736844449113,2.28652180624009,3.77416377574022,1.20949491095359
mmu-miR-376b-5p,0.0352274831110433,0.00159906739941117,0.513444177841211,2.28652180624009,5.40726604610459,0.568280672982855
mmu-miR-376c-5p,0.0352274831110433,0.00159906739941117,0.513444177841211,2.28652180624009,5.40726604610459,0.568280672982855
mmu-miR-409-5p,0.0364400039981516,0.00253153464656744,0.472431466865895,1.77095028852083,3.24636984979846,0.878470254834145
mmu-miR-693-3p,0.0382828155184783,0.107748172027454,0.0579267368846889,2.09895949978204,1.79113777401641,2.04206849483565
mmu-miR-3065-3p,0.0402053082508989,0.155826128045699,0.0357151437517414,2.37672645313886,1.44440860145904,2.64451240674637
mmu-miR-504-3p,0.0402053082508989,0.155826128045699,0.0357151437517414,2.37672645313886,1.44440860145904,2.64451240674637
