Geneset,Up_Total_DE,Up_Total_In_Set,Up_Total_DE_In_Set,Up_Pvalue,Up_Odds,Up_DEGenesInSet
mmu-miR-140-3p.1,173,45,4,0.00456865800800258,3.95927402498288,Ndufb7;Fam98b;Gm7120;Arf5
mmu-miR-152-3p,173,47,4,0.00551572206944379,3.77428374877878,Tmem9b;Psmb6;Dynll2;Dock6
mmu-miR-148a-3p,173,47,4,0.00551572206944379,3.77428374877878,Tmem9b;Psmb6;Dynll2;Dock6
mmu-miR-148b-3p,173,47,4,0.00551572206944379,3.77428374877878,Tmem9b;Psmb6;Dynll2;Dock6
mmu-miR-22-3p,173,48,4,0.0060377939235423,3.68815320936884,Ddit4;2410015M20Rik;Prcp;Lgals1
mmu-miR-423-5p,173,48,4,0.0060377939235423,3.68815320936884,Ddit4;Pex16;Enc1;Cnbp
mmu-miR-455-3p.1,173,49,4,0.00659371058482464,3.60509451938116,Ndufa2;Rtcb;Dynll2;Imp3
mmu-miR-103-2-5p,173,49,4,0.00659371058482464,3.60509451938116,Ndufb11;Rps19;4930578C19Rik;Gmppb
mmu-miR-103-1-5p,173,49,4,0.00659371058482464,3.60509451938116,Ndufb11;Rps19;4930578C19Rik;Gmppb
mmu-miR-107-5p,173,49,4,0.00659371058482464,3.60509451938116,Ndufb11;Rps19;4930578C19Rik;Gmppb
mmu-miR-147-3p,173,20,2,0.0120613110131912,4.47094677167645,Ndufa4;Bola2
mmu-miR-181c-5p,173,37,3,0.0121598416836543,3.56339464834307,Ddit4;Xk;Syngr2
mmu-miR-181b-5p,173,37,3,0.0121598416836543,3.56339464834307,Ddit4;Xk;Syngr2
mmu-miR-181d-5p,173,37,3,0.0121598416836543,3.56339464834307,Ddit4;Xk;Syngr2
mmu-miR-181a-5p,173,37,3,0.0121598416836543,3.56339464834307,Ddit4;Xk;Syngr2
mmu-miR-202-3p,173,21,2,0.0138228243920004,4.2352420393069,Crtap;Rcn1
mmu-miR-6954-5p,173,23,2,0.0177624799177874,3.8311018271454,Orai3;S100a10
mmu-miR-326-5p,173,23,2,0.0177624799177874,3.8311018271454,Orai3;S100a10
mmu-miR-486a-3p,173,23,2,0.0177624799177874,3.8311018271454,Orai3;S100a10
mmu-miR-486b-3p,173,23,2,0.0177624799177874,3.8311018271454,Orai3;S100a10
mmu-miR-21a-3p,173,23,2,0.0177624799177874,3.8311018271454,Ppp1r2;Amfr
mmu-miR-1291,173,9,1,0.0191152455798229,5.00744911441063,Ndufb9
mmu-miR-501-5p,173,9,1,0.0191152455798229,5.00744911441063,Rnf11
mmu-miR-7043-3p,173,25,2,0.0222634068541718,3.49692386951012,Tagln2;Surf4
mmu-miR-7031-5p,173,25,2,0.0222634068541718,3.49692386951012,Glud1;Tspan9
mmu-miR-6925-5p,173,10,1,0.023514238967367,4.4507975258628,Ece2
mmu-miR-7217-3p,173,10,1,0.023514238967367,4.4507975258628,Bag1
mmu-miR-28c,173,10,1,0.023514238967367,4.4507975258628,Map1lc3b
mmu-miR-28b,173,10,1,0.023514238967367,4.4507975258628,Map1lc3b
mmu-miR-1190,173,10,1,0.023514238967367,4.4507975258628,Mrrf
mmu-miR-137-3p,173,45,3,0.0236089988332484,2.88159668928463,Ybx3;Slc35a4;Nt5dc2
mmu-miR-490-3p,173,45,3,0.0236089988332484,2.88159668928463,Nop10;Slc35a4;Ppp1r2
mmu-let-7c-1-3p,173,45,3,0.0236089988332484,2.88159668928463,Mrpl57;Atp5j;Hmgn1
