Geneset,Down_Total_DE,Down_Total_In_Set,Down_Total_DE_In_Set,Down_Pvalue,Down_Odds,Down_DEGenesInSet
miR-148ab-3p/152,678,463,57,0.000148419460749026,1.73432944119056,Otud4;Arhgef17;Fubp1;Fbxo11;E2f3;Tnrc6b;Rock1;Chd9;Kmt2a;Cdc25b;Bach2;Znrf1;Sos1;Tnrc6a;Naa15;Bcl2l11;Mllt10;Pten;Usp7;Pik3r3;Itsn2;Ino80;Phf3;Cdk8;Prkcz;Il6st;Ddx6;Slc16a6;Baz2b;C1galt1;Nfat5;Rfx7;Msi2;Etnk1;Nol4l;Fam178a;Mier1;Rgma;Gpcpd1;Sbno1;Elmo1;Cdk19;B230219D22Rik;Bcl7a;Kdm7a;Efnb2;Rnf38;Pag1;Chd1;Ugcg;Cdk13;Baz2a;Pdia3;Rsbn1l;Fmr1;Hivep3;Gjd2
miR-144,678,573,67,0.00020772369262554,1.64082718548883,Rbm25;Rbbp6;Atrx;Ago3;Med14;Tnrc6b;Phf20l1;Zfp207;Bach2;A830080D01Rik;Tet2;Col10a1;Aff4;Son;Tnrc6a;Bcl2l11;Fam193b;Arid1a;Pten;Amotl1;Hnrnpu;Runx1;Itsn2;Nufip2;Eif4g2;Phf3;Ptgfrn;Cdk8;Kat6a;Flrt2;Baz2b;Atad2b;Arid2;Fndc3a;Ppig;Senp7;Pum2;Rgma;Kat6b;9930021J03Rik;Ash1l;Top1;Creb1;Foxm1;Cdk19;Zbtb34;B230219D22Rik;Gata3;Igsf6;Cep350;Strn3;Nav2;Cdc42ep3;Zswim5;Ppara;Rnf38;Ppp2r5e;Gsk3b;Mbnl1;Rock2;Trim71;Trim44;Dnajc2;Rasa1;Fmr1;Rad54l2;Ubn2
miR-142-3p,678,233,33,0.00022862225995531,2.01509846237785,Mbd6;Taok1;Kmt2a;Bach2;Apc;Nucks1;Atxn7;Amotl1;Fam208b;Utrn;Picalm;Ccnt2;Il6st;Anln;Fndc3a;Hectd1;Msi2;Rab11fip2;Dmtf1;Bclaf1;Smg1;Nol4l;Rbm27;Rreb1;Zfp654;Ash1l;Foxm1;Rictor;Strn3;Pik3r6;Plxnd1;Rock2;Jmjd1c
miR-33a-3p/365/365-3p,678,188,28,0.00025200571731426,2.13151986590042,Tnrc6b;Znrf1;Sos1;Phf12;Prpf40a;Kansl1;Rev3l;Kmt2e;Nucks1;Pten;Pik3r3;Nufip2;Ubp1;Kmt2d;Atp13a3;Mylk;Ptgdr;Gpc6;9930021J03Rik;Pias1;Rictor;Rsf1;Zfp644;Ugcg;Malt1;Bcl2;Mark2;Trim39
miR-494,678,313,41,0.000290535039560605,1.84689621196838,Pbrm1;Hmgb3;Arhgef17;Atrx;Luc7l3;Taok1;Ago3;Map4;Tnrc6b;Rock1;Tia1;Kmt2a;Ikzf3;Zfp207;Cntd1;Naa15;Bcl2l11;Slc25a40;Pten;Rbm39;Ubp1;Arid4b;Avl9;Nfat5;Mier1;Epc2;Gpm6a;Lmx1a;B230219D22Rik;Mga;Rbmx;Rprd1a;Efnb2;Chd1;Lcor;Trim44;Leng8;Sfswap;Rtf1;Rad54l2;Ubn2
miR-21/590-5p,678,199,29,0.000298577755540119,2.07836935193512,Rbm25;Pbrm1;Fbxo11;Lcp2;Tnrc6b;Tns1;Sec63;Chic1;Satb1;Rasgrp1;Terf2;Rasa2;Fam63b;Nfat5;Pan3;Fnip1;Pik3r1;9930021J03Rik;Bcl7a;Kdm7a;Zfp385c;Ppara;Adra1a;Pag1;Trim33;Mbnl1;Prpf4b;Bcl2;Rasa1
miR-199ab-5p,678,324,42,0.000314275191424051,1.82541254846345,Ncor1;Pbrm1;Taok1;Map4;Ccnl1;Rock1;Znrf1;Naa15;Atxn7;Nufip2;Ddx6;Arid2;Fsd1;Cbl;Hectd1;Pan3;Fam178a;Rgma;Larp4;Zfp654;Eif5b;Wdr44;Akap13;B230219D22Rik;Ddx3y;Etohi1;Rsf1;Zfp874b;Med12;Usf3;Zfp512b;Rnf38;Plxnd1;Mink1;Gsk3b;Zfp579;Arf6;Arhgap19;Tspan18;Trim71;Rad54l2;Ubn2
miR-204/204b/211,678,376,47,0.00035833313156827,1.75421609949938,Taok1;Tnik;Tnrc6b;Cdc25b;Ktn1;Dnajc13;Znrf1;Lhfpl4;Sos1;Khdrbs1;Ypel2;Ccnt2;Atf2;Ube2h;Hnrnpa2b1;Slc16a6;Kmt2d;Arhgap11a;Nfat5;Dmtf1;Fnip1;Pum2;Fam178a;Arhgap29;Rreb1;Rc3h1;Gpm6a;Lats1;Tcf20;Creb1;Brd4;Zbtb34;Rictor;Bcl7a;Tcf12;Mllt3;Birc6;Gabpb2;Wnk1;Mbnl1;Baz2a;Atf6;Trim44;Zfp36l1;Ttyh1;Bcl2;Ubn2
miR-130ac/301ab/301b/301b-3p/454/721/4295/3666,678,606,69,0.000372569468976555,1.59095249209291,Hivep2;Bptf;Atrx;Fubp1;Taok1;Ago3;Lnpep;Map4;Tnrc6b;Kmt2a;Qser1;Bach2;Znrf1;Erbb2ip;Hnrnpd;Phf12;Runx3;Tnrc6a;Bcl2l11;Chic1;Mllt10;Pten;Fam196b;Fam73b;Kmt2c;Ino80;Phf3;Ptgfrn;Il6st;Ddx6;Gga3;Prr14l;Slmap;Rfx7;Hectd1;Ptchd4;Myb;Brwd1;Etnk1;Rbm33;Fam178a;Zfc3h1;Mier1;Epc2;Gpcpd1;Larp4;Suv420h1;Mphosph9;Sbno1;Creb1;Cdk19;B230219D22Rik;Dnm1l;Kdm7a;Birc6;Efnb2;Asxl2;Sub1;Rnf38;Wnk1;Ppp2r5e;Ankrd12;Ugcg;Mbnl1;Baz2a;Vps37a;Fmr1;Gda;Ubn2
miR-129-5p/129ab-5p,678,317,41,0.000381672130469016,1.81924050882651,Zfp280c;Bptf;Fubp1;Ago3;Lrrc4;Tnrc6b;Kmt2a;Dnajc13;Bach2;Znrf1;A830080D01Rik;Apc;Satb1;Fam196b;Runx1;Nufip2;Rapgef6;Fam63b;Cbfa2t3;Fnip1;Smg1;Pik3r1;Akap10;Fndc5;Kat6b;Ash1l;Sbno1;Nr2c2;Camk4;Rsf1;Rps6kb1;Gabpb2;Myrip;Gsk3b;Ugcg;Mbnl1;Baz2a;Tial1;Zfp36l1;Fmr1;Ubn2
