Geneset,All_Pvalue,Down_Pvalue,Up_Pvalue,All_Odds,Down_Odds,Up_Odds
miR-124/124ab/506,7.0722652921884e-07,0.00094427970166571,0.00188228810043911,1.34266475771384,1.25541443209643,1.24444576796523
miR-223,0.000133667986883582,1.8328686030151e-05,0.390262707125277,1.6962084865124,1.95804211409964,1.03178510596268
miR-128/128ab,0.000177536202461882,5.14916250360311e-05,0.310092569341189,1.309653945074,1.41278657130568,1.04372036050681
miR-204/204b/211,0.000433295050905638,0.000269503140395634,0.2618551158581,1.41939739853863,1.52540218052261,1.07888230159698
miR-221/222/222ab/1928,0.000476863431920454,1.73777507030557e-08,0.965460188775418,1.50567979472459,2.14339323328559,0.71188253982229
miR-18ab/4735-3p,0.00100340690022005,5.59584371839641e-05,0.556605364866201,1.60601271836594,1.94659224350827,0.945869697260652
miR-141/200a,0.00236560850031627,5.43821006817424e-05,0.678310839835864,1.29655035134751,1.5136762932646,0.936674412476958
miR-130ac/301ab/301b/301b-3p/454/721/4295/3666,0.00237627261999633,2.79856712631954e-05,0.737825068203635,1.26987217233536,1.4896506859074,0.924027463293713
miR-200bc/429/548a,0.00330256285005217,7.81235512703304e-08,0.984092792176804,1.23167407971961,1.59647605319008,0.794066789654566
miR-15abc/16/16abc/195/322/424/497/1907,0.00444645971532497,0.0018186310807759,0.371922239733286,1.20623099156914,1.28162369647937,1.02561169295681
miR-144,0.00537284400749351,0.000200185907056997,0.672878682082282,1.24759838598073,1.43372693193906,0.942395080059749
miR-17/17-5p/20ab/20b-5p/93/106ab/427/518a-3p/519d,0.00640397134765125,9.90143473497303e-06,0.906780612177659,1.19370436274897,1.43038467847475,0.87775100346263
miR-142-3p,0.00661200019026197,0.000589862469152453,0.588123785602853,1.38312283908334,1.62968487077359,0.943502136418815
miR-433,0.00669208715806587,3.57818929241166e-05,0.860998331054482,1.41445386389242,1.8792903795596,0.788558481715628
miR-503,0.00679604650610622,0.197562538591874,0.0107773586905758,1.35719580091661,1.12528198665023,1.40508048925828
miR-181abcd/4262,0.00686777927191404,0.0205840168277527,0.146458906250312,1.2048766813616,1.20219000453222,1.10128899446472
miR-93/93a/105/106a/291a-3p/294/295/302abcde/372/373/428/519a/520be/520acd-3p/1378/1420ac,0.00739920190279793,7.84430817684175e-06,0.930438600167008,1.24057389157942,1.55940318648091,0.829840244776543
miR-1ab/206/613,0.00782026573335305,0.0163212447294722,0.184256555946084,1.23879029216278,1.25137227463903,1.09958217478539
miR-27abc/27a-3p,0.00915514992280205,0.000151385008268911,0.778452458555221,1.18371517932464,1.35824335984706,0.925355843374744
miR-431,0.00999170390746945,0.0011203662116649,0.580498069156262,1.57213397156482,1.95049333364683,0.905161122642202
miR-320abcd/4429,0.0102578736547085,0.00460681263430607,0.391608556890267,1.24708499551015,1.33983156156569,1.02536777984673
miR-339b/339-5p/3586-5p,0.0126007799192048,0.0281477511440473,0.166992835909115,1.5076694701776,1.4898623536425,1.21794596971354
miR-590-3p,0.0134919370891309,8.93709372247648e-07,0.989158730539571,1.19809643145045,1.57529951848002,0.76650953915568
miR-129-5p/129ab-5p,0.0150694292083877,2.76550087771973e-05,0.938568814653261,1.27855900879443,1.69181192614493,0.770972551589149
miR-361-5p,0.0175434788520811,0.0916153667060558,0.0808943631680537,1.41954592041779,1.28541923259713,1.31174484309697
miR-208ab/208ab-3p,0.017789373729681,0.00547846669779707,0.463663787868157,1.44948939537196,1.67053121641181,0.986931153688272
miR-155,0.0201190582173816,0.000195882222855858,0.872277212070081,1.2982018402708,1.68087399643918,0.80116312467337
miR-21/590-5p,0.0222356470392591,0.00318892247861107,0.597661990737477,1.32550181059877,1.55673960170324,0.932982042155348
miR-135ab/135a-5p,0.0281807984829452,0.00411758387885162,0.614992141154654,1.18820858968949,1.32677986046136,0.957277327491051
miR-210,0.0299855315195734,0.0407074661377371,0.196068974242177,2.16631577644468,2.12383783677667,1.34385052299819
miR-487b,0.0336819499038802,0.0608791752125579,0.144378994101455,2.42525873069441,2.12249025949313,1.56785391784468
miR-216a,0.0339609178367688,0.000243661655235567,0.91912421414894,1.34091241045241,1.89442426135754,0.693976401896888
miR-19ab,0.0359470842005074,0.00145790969140208,0.787287968482039,1.14294757509638,1.30141617196765,0.919187456804621
miR-290-5p/292-5p/371-5p/293,0.0360736862326512,0.00287585434474483,0.713344547262806,1.29679143740235,1.58785684031718,0.871400021161211
miR-505/505-3p,0.0362898440253264,0.0111294721160707,0.506962228116503,1.34958940158163,1.55364851985156,0.964754468895025
miR-148ab-3p/152,0.0384890993490813,0.00147292414674713,0.799650512814343,1.18296296216679,1.39560390427748,0.888842659803764
miR-499-5p,0.0398755761363524,0.00259163014174043,0.746537050607419,1.27232228047681,1.56279701945355,0.861594322787359
miR-199ab-5p,0.0414670937748587,0.000507140778867987,0.894358268700984,1.21367433809108,1.53507762986276,0.811613721245312
miR-340-5p,0.0426418553319148,4.7977801550618e-05,0.972445235643398,1.12690571115193,1.37977164354234,0.831360834809917
miR-383,0.0438720237328882,0.248306592795212,0.05642782010756,1.37761188786173,1.1394050198505,1.41660213054631
miR-455-5p,0.0488444357678119,0.00341823356760044,0.752445034664823,1.33450294889262,1.72070884483582,0.811359856649627
miR-202-3p,0.0492080512600832,0.00468062663233965,0.717612232047925,1.15017424261568,1.2994561544626,0.929949475672765
miR-379/1193-5p/3529,0.053899370019548,3.27662972729312e-05,0.99413234126491,1.44595296539928,2.78330439804827,0.301466235273722
miR-495/1192,0.0569846974431799,0.00068932649938437,0.909419625583519,1.14683833762318,1.3890311102846,0.846876781802248
miR-451,0.0598582767782365,0.0240744307820734,0.405612688188893,2.0207597553704,2.65449992398325,0.854465584648096
miR-873,0.0623885506645397,0.0530519128406631,0.352957823441086,1.26231646748531,1.33054036671503,1.05340030730069
miR-7/7ab,0.0626577776095426,0.0060665012809193,0.735023410131569,1.19323700452727,1.40624252628517,0.891972628169341
miR-194,0.0638201616926544,0.000587886053747864,0.932494060021459,1.21186011181179,1.61144853276864,0.748310286397056
miR-326/330/330-5p,0.0657103795897225,0.00593026665692804,0.747560590289491,1.21388866882483,1.46196449516875,0.87086887667743
miR-33a-3p/365/365-3p,0.0709301641912537,0.000794787174276027,0.929981913631439,1.23253356576984,1.68623318018417,0.716348870180078
miR-342-3p,0.0735846722672174,0.00327359237834483,0.836093805440881,1.23877788363793,1.59830998442645,0.790619668949135
miR-376abd/376b-3p,0.0750803411006396,0.0693958156914146,0.339357481762429,1.2735017524112,1.33381452741132,1.06529303333594
miR-139-5p,0.084058346061091,0.000279881686134854,0.974385874062318,1.19843723916418,1.69559948865979,0.668942151595762
miR-22/22-3p,0.08593186063642,0.0899178744969406,0.334032986651125,1.16949754949099,1.19862237530593,1.05282227354294
miR-324-5p,0.0968700580360357,0.00509501903554965,0.841153245403134,1.31054180890593,1.86235700452091,0.679175183591459
miR-410/344de/344b-1-3p,0.102371792668913,0.000658675992794092,0.96204059704771,1.12745874915865,1.43470316802802,0.782072123566097
miR-132/212/212-3p,0.10762104978071,0.00049404736053499,0.97381364788374,1.16248484354651,1.60158186614403,0.694215061780426
miR-101/101ab,0.110025889331489,0.000586886672533817,0.968597503440592,1.11282459571584,1.40116767285152,0.790926747390417
miR-133abc,0.126535793646383,0.0214402101345858,0.727895982332707,1.11300597484184,1.25616829911572,0.91661083127811
miR-137/137ab,0.12791323231766,0.00311910199104153,0.918446179410795,1.08511172570407,1.26795225711392,0.868223916831726
miR-125a-5p/125b-5p/351/670/4319,0.141384308669352,0.160831326498379,0.343945453893301,1.0934473532547,1.10297330744443,1.03774185538949
miR-219-5p/508/508-3p/4782-3p,0.146669080854768,0.0358559513212277,0.681129834543528,1.12646249963233,1.27792548613453,0.914941048661562
miR-25/32/92abc/363/363-3p/367,0.151408811985359,0.00285253315773671,0.941903242121481,1.08603129923737,1.30657042575685,0.834670821647458
miR-182,0.151737160396001,0.0361379041663981,0.697051159890951,1.07845928924485,1.17362651131673,0.945167052647692
miR-205/205ab,0.177665716386147,0.00475865785042073,0.937509779667649,1.11324592580315,1.43838760571171,0.757706367273081
miR-504/4725-5p,0.180691554156382,0.297588586482142,0.225383672885889,1.16389549912846,1.09419375229356,1.15348803755462
miR-183,0.184686061616895,0.00436492671413782,0.945819893827317,1.11143201448594,1.45277784226168,0.743498185531178
