Geneset,Down_Total_DE,Down_Total_In_Set,Down_Total_DE_In_Set,Down_Pvalue,Down_Odds,Down_DEGenesInSet
miR-221/222/222ab/1928,1033,264,50,0.000222909248351156,1.78463384406577,Cd4;Bcl2l11;Tox;Chsy1;Trps1;Socs1;Bmp2k;Rbm24;Atxn1;Midn;Tcf4;Vezf1;Marcks;Trp53inp1;Fam167a;Zfp704;Ets2;Tpbg;Gabra1;Mex3a;Mapk6;Gpm6a;Clvs2;Camk1d;Angptl2;Megf9;Zfp385a;Cdkn1c;Slc4a4;Ets1;Dmrt3;Fos;Rph3a;Arf4;Nanos1;Tle3;Cpped1;Zeb2;Foxp2;Plppr1;AI593442;Arid3b;Lmx1a;Dlg2;Amigo1;Cnot2;Ap3b2;Cttn;Thrb;Igf2bp2
miR-145,1033,445,74,0.000754074263335436,1.52904048252273,Cd28;Raph1;St3gal2;Plxnd1;Coro2b;Lox;Rnf216;Colq;Cited2;Tmod1;Etnk1;Psd3;Sbf2;Slc7a11;Ldlrad3;Snx15;Zbtb10;Tcf4;Ggt7;Zfp423;Serinc5;Map3k11;Nav1;Zswim6;Igf1r;Zfp704;Ets2;Vasn;Arl5b;Slc35d1;Mpzl2;Ikzf2;Nudt4;Camk1d;Pxn;Pogk;Pmp22;Ebf3;Dusp6;Qser1;Podxl;Fscn1;Srgap3;Ctnnbip1;Nrip3;Mdfic;Slc4a4;Fzd9;Ets1;Grb10;Med13;Srgap1;Csmd3;Maf;Fndc3b;Mkl2;Fzd7;Itpripl2;Msi2;Pvrl1;Trim44;Arhgap24;Dcbld1;Plagl2;Gorasp1;Trio;Sult1a1;Sh3rf3;Gabarapl2;Camk2d;Fgf10;Gabarapl1;Hoxa5;Sox11
miR-18ab/4735-3p,1033,167,32,0.00185671095135495,1.79668975730502,Runx1;Tnfaip3;Psd3;Bmp2k;Zfp385c;Ptgfrn;Atxn1;Satb1;Kdm5b;Fgf1;Map3k1;Dusp16;Xylt2;Nav1;Pappa;Zfp704;Sypl;Lin28a;Pde4d;Pou6f1;4930563E22Rik;Lsm14b;Ccdc88a;Med13;Mylk;Sim2;Wnt9a;Amigo1;Slc12a6;Pdzd2;Fam166b;Igf2bp2
miR-202-3p,1033,597,92,0.00250071780976394,1.39734722470389,Rorc;Trib1;Cap2;Slc9a9;Chn2;Plxnd1;Tspan2;Dusp1;Mvb12b;Etnk1;Rasgrp1;Ddx19a;Ypel2;St6gal1;Igf2bp3;Dusp4;Atxn1;Dzip1;Zbtb10;Ppara;Ccdc71l;Map3k1;Ip6k2;Dusp16;Ddx19b;Ccnj;Pappa;Epha4;Zswim4;Zbtb16;Crem;Nhsl2;Adamts8;Igf1r;Klhl6;Frs2;AF366264;Begain;Mex3a;Ikzf2;Mapk6;Trim71;Adrb3;9930012K11Rik;Lin28a;Nynrin;Angptl2;Nrp2;Col4a2;Srgap3;Arid3a;Xkr8;Map4k3;Rbms2;Ston2;Has2;Fzd3;Btbd3;Fgd4;Gdpd1;Myrip;Srgap1;Zswim5;Il13;Osmr;Fndc3b;Baiap2;Bach1;Fgd6;Slco5a1;Slc16a9;Foxp2;Msi2;Prkaa2;Tsc22d2;Dcbld1;Tat;Arid3b;Fam43a;Epha7;Plxna4;Wnt9a;Sec14l1;Sh3rf3;Mfsd4a;Mtmr12;Cnot2;Sox11;Mycl;Speg;Rb1;Tbkbp1
miR-27abc/27a-3p,1033,888,130,0.00293613367763417,1.32279341056435,Gata3;Cd28;Nfkbid;Ppm1e;Nabp1;Nav2;Tox;Runx1;Fosb;Plxnd1;Hivep2;Arhgef6;Sema7a;Lox;Med14;Spry1;Sbf2;Aqp11;Nfatc1;Pitpnm2;Bmp2k;Ypel2;Lpar6;Chst2;Tmub1;Sh3rf1;Ikzf1;Dab2ip;Slc7a11;Tspyl5;Gng12;Ntn1;Zbtb10;Grm5;Fgf1;Ppara;Zfp36;Hapln1;Ccnj;Nav1;Gria4;Pappa;Marcks;Sub1;Efna4;Sept11;Crem;Pknox2;Zfp704;Sdpr;Gata2;Tead1;Wisp1;Slc6a17;Chrm1;Fam222a;Ikzf2;Lonrf1;Trim71;Camk1d;Pogk;Spry2;Ebf3;Nf1;Pank1;Nrp2;Stmn2;Acta2;Ncam1;Srgap3;Zfp385a;Nr2f2;Satb2;Unc80;1810011O10Rik;Pde1a;Arid1b;Adgrg6;Asic1;Fzd3;Lhx8;Cdk5r1;Egfr;Slc35f4;Ankrd6;Gab1;Med13;Grik3;Srrd;Ncoa5;Zmat3;Hrk;Smad9;B3gnt7;Dtna;Atp2b1;Fgd6;Slco5a1;Csf1;Fzd7;Lrrc55;Smoc2;Foxp2;Msi2;Mob1b;Plppr1;AI593442;AI846148;2010300C02Rik;Prkaa2;Tsc22d2;Suv420h1;Dcbld1;Mapt;Plagl2;Foxp4;4932438A13Rik;Vangl1;Fam196a;Eva1c;Ret;Camk2d;Hoxa5;Sox11;Cacna2d3;Rps6ka5;Six1;Prdm16;Thrb;Tbkbp1
miR-339b/339-5p/3586-5p,1033,112,21,0.010656089111526,1.74020808344169,Bcl2l11;Bcl6;Egln3;Atxn7l1;Nck2;Abi2;Slc7a11;Myo1c;Shisa7;Znrf1;Tuba1a;Podxl;Arhgap36;Lsm14b;Blcap;Cadm3;Rexo1;Plekhh3;Trpc3;Fam196a;Amigo1
miR-326/330/330-5p,1033,236,39,0.0110570125745161,1.49882630302903,Coro2b;Nrgn;Tnk2;Ntn1;Tcf4;Myo1c;Ggt7;Parva;Stk36;Glod5;Tnfrsf11a;Chrm1;1110017D15Rik;Whrn;Spry2;Psmb11;Arhgap36;Palm;Vldlr;Pvrl4;Btbd3;Dynll1;Ybx2;Zswim5;Bcl2l1;Ebf1;Zmat3;Hrk;Tle3;Tor2a;Ciita;Plppr1;Ajuba;Rasl10b;Klhl14;Sec14l1;Slc6a20a;Pdzd2;Pax8
miR-135ab/135a-5p,1033,519,77,0.0130758548638304,1.3267392532231,Gata3;Slc9a9;Mapre2;Trp53inp2;Arhgef6;Ptprf;Kdm6b;Psd3;Chd1;Cntnap1;Slc7a11;Atxn1;Kdm5b;Mtss1;Myo1c;Fbxl16;Rgl1;Trp53inp1;Sub1;Dyrk1b;Zswim4;Arc;Shisa7;Chst11;Zfp704;Mras;Raver2;Slc5a7;Nudt4;Lonrf1;Clvs2;Slc6a8;Pxn;Pogk;Slc9a3r2;Angptl2;Camk1g;Fkbp1a;Fam81a;Zfp385a;Kcns3;Myef2;Vldlr;Pde1a;Iqsec2;Mapkbp1;Mbd6;Tceb3;Ybx2;Med13;Grik3;Fam210b;Vps37c;Tmem159;Dtna;Cadm3;Bach1;Slco5a1;Ccng2;Mob1b;Pvrl1;Prkaa2;Tsc22d2;Sv2b;Cadm4;Pik3r2;Dlg2;Sim2;Cttnbp2;Sec14l1;Ndrg4;Syne1;Mtmr12;Slc12a6;Prdm16;Thrb;Slc44a5
miR-328a/328b-3p,1033,116,21,0.0158602149465646,1.66607160857381,Cited2;Ptprf;Edaradd;Pim1;Wdr26;Plod2;Nhsl2;Igf1r;Ebf3;Gtdc1;Psmb11;Fzd3;Ybx2;Fzd7;Dync1i1;Hap1;Chst7;Cnot2;Sox11;Slc7a7;Prdm16
miR-340-5p,1033,943,131,0.0166726757569753,1.23605636595887,Als2;Chl1;Cd40lg;Hecw2;Atf6;Runx1;Plxnd1;Ptpre;Hivep2;Arhgef6;Med14;Pip5k1b;Myo1e;Tmod1;Kdm6b;Psd3;Sbf2;Stat5b;Nck2;Plcl1;Eaf1;Ypel2;Ube2e3;Lysmd2;Igf2bp3;Lrp8;Gng12;Rtn4rl1;Rbm24;Satb1;Tns1;Wdr26;Tcf4;C2cd5;Map3k1;Myo1c;Fhl2;Vezf1;Fbxl16;Serinc5;Hs3st3b1;Coq10a;Gria4;Dusp2;Efna4;Zswim6;Nod2;Epas1;Nhsl2;Nppc;Pknox2;Igf1r;Chst11;Frs2;Zfp704;Vasn;Abat;Tead1;Mex3a;Ikzf2;Mapk6;Zfp518b;Zfp664;Slc6a8;Hoxb5;Pmp22;Spry2;5430427O19Rik;Tcf21;Scmh1;Qser1;Osbpl8;Stx7;Kcns3;Map4k3;Mapkbp1;Arid1b;Ccdc88a;Adarb1;Fzd3;Cdk5r1;Emp2;Grb10;Med13;Myrip;Srgap1;Zswim5;Mpp3;Csmd3;Lamc1;Adgrl4;Fmnl2;Blcap;Ilf3;Hrk;Cdc42bpa;Adamts1;Dtna;Edil3;Neurod1;Atp2b1;Smarcc2;Cadm3;Cxadr;Lrrc55;Sdc2;Adamts16;Asxl3;Zfp503;Wnt11;Ccng2;Pvrl1;Tsc22d2;Plagl2;Calcr;Lhfpl3;Lmx1a;Dlg2;Cwc25;Maml1;Dlgap2;Igfbp3;Sh3rf3;Adgrb3;Mtus2;Aldh1a3;Gpr137b;Mast3;Cntnap2;Prdm16;Fam131b
